嗨	0.16666666666666674
请问	0.0943396226415093
这周	0.4959016393442627
50	0.4695652173913045
800	0.4893617021276596
50	0.4695652173913045
取消了	0.2455089820359282
问了	0.31219512195121946
通知	0.2770270270270271
捂脸	0.04529741529974518
能不能	0.3693910911319984
申请	0.16901408450704236
不能的话	0.361067916286555
只能	0.2674230145867097
先	0.49027237354085595
请问	0.0943396226415093
能不能	0.3693910911319984
申请	0.16901408450704236
提交	0.23076923076923084
申请	0.16901408450704236
看看有没有	0.35387860323412235
批准	0.2500000000000001
麻烦	0.18232819074333795
没事	0.46153846153846145
申请	0.16901408450704236
告诉我	0.4504504504504503
一声	0.31063829787234054
告诉我	0.4504504504504503
捂脸	0.04529741529974518
太	0.34387502381406
麻烦你了	0.18232819074333795
申请	0.16901408450704236
回了	0.38398357289527707
捂脸	0.04529741529974518
只能	0.2674230145867097
先	0.49027237354085595
还没	0.3998386640577172
消息	0.3200000000000003
放	0.4516129032258063
开会	0.4242424242424243
回	0.38398357289527707
先	0.49027237354085595
三分钟	0.33320492025313364
看不懂	0.42581389983146645
裂开	0.16666666666666674
重修	0.15940819668543782
晕	0.19786096256684482
意识到	0.42028985507246397
可以先	0.49027237354085595
技术	0.4561403508771932
模块	0.22810028097877255
空下来	0.4388489208633094
再加	0.37192710158888387
稿子	0.3247138527537905
太	0.34387502381406
冷漠	0.40625
空	0.4388489208633094
你是不是	0.3693910911319984
约了	0.4637681159420287
暂时	0.45999999999999996
取消了	0.2455089820359282
我不	0.3693910911319984
问了	0.31219512195121946
报了	0.3181818181818181
加群	0.4723772584584558
问问	0.4285714285714284
你进	0.3485401459854016
开发	0.42307692307692335
软件	0.43738317757009315
提出	0.4063324538258578
建设规划	0.4280161314196521
技术	0.4561403508771932
他乡	0.33333333333333337
早日	0.40000000000000013
技术	0.4561403508771932
开发	0.42307692307692335
软件	0.43738317757009315
提出	0.4063324538258578
建设规划	0.4280161314196521
技术	0.4561403508771932
技术	0.4561403508771932
换了	0.2774049217002237
三个	0.4390476190476189
不好	0.24509033778476041
我试一下	0.4285714285714284
摆	0.41772151898734167
烂了	0.16778523489932906
0.8	0.1428571428571429
率也	0.3513513513513513
尴尬	0.32258064516129026
点	0.43653543307086606
破涕为笑	0.36728299849698387
头像	0.27272727272727293
换	0.2774049217002237
锦	0.3846153846153848
室友	0.3713611735037369
秘事	0.4799155910796138
本不该	0.3693910911319984
告诉你	0.4504504504504503
破涕为笑	0.36728299849698387
破涕为笑	0.36728299849698387
明天	0.30645161290322587
字阳	0.490992301157825
怎么说	0.39041446358519516
拍	0.4782608695652175
明天	0.30645161290322587
笑死	0.4913691286285672
社死	0.1989849727876224
破涕为笑	0.36728299849698387
你不	0.3693910911319984
尴尬	0.32258064516129026
尴尬	0.32258064516129026
恶意	0.41176470588235314
拍	0.4782608695652175
拍	0.4782608695652175
明天	0.30645161290322587
拍	0.4782608695652175
美容	0.3846153846153848
操作系统	0.4728682170542635
还没	0.3998386640577172
是怎么回事	0.3302166330419527
删了	0.43181818181818177
是怎么回事	0.3302166330419527
耽误	0.31343283582089543
操作系统	0.4728682170542635
想回	0.4011865914358361
睡觉	0.44927536231884035
睡了	0.26988636363636354
一个小时了	0.47642159839603904
太热了	0.17876751285280013
不进	0.22005947027040262
脑子	0.3157894736842105
冷	0.3235294117647055
一不注意	0.3693910911319984
意识	0.42028985507246397
太逗	0.14421425421396472
破涕为笑	0.36728299849698387
早上	0.38035264483627207
但不	0.3693910911319984
会不会	0.4226325103935489
放到	0.3214285714285712
愣住	0.2019652284927046
周三	0.4093992214434512
洗	0.22361809045226133
洗了	0.22361809045226133
破涕为笑	0.36728299849698387
破涕为笑	0.36728299849698387
破涕为笑	0.36728299849698387
明天	0.30645161290322587
一说	0.39041446358519516
勉强	0.2682926829268292
我估计	0.3717579250720463
摆	0.41772151898734167
不行	0.26171874999999967
摆	0.41772151898734167
跳跳	0.4285714285714284
跳跳	0.4285714285714284
跳跳	0.4285714285714284
没睡	0.15417029523007642
破涕为笑	0.36728299849698387
快睡吧	0.456822365874622
空调	0.2753209700427961
我才	0.38769566800145616
好热啊	0.44183063666924394
接满	0.3446570660967434
小杯	0.4486628666124719
汗	0.3999999999999998
流汗	0.40567467824149916
外面	0.3612040133779265
有风	0.3869346733668344
师姐	0.2591377587199022
我还没	0.3998386640577172
我再	0.41272051996285974
占	0.44067796610169496
看不了了	0.42895162086768057
没事	0.46153846153846145
少睡	0.22314065541583605
免	0.4249999999999997
费	0.2433460076045625
好不容易	0.2272727272727273
就没	0.35387860323412235
睡觉	0.44927536231884035
下雨	0.2962962962962964
不需要	0.3693910911319984
实际上	0.478723404255319
点	0.43653543307086606
毛毛	0.43068661822893484
太小	0.34616836610518675
影响	0.4327731092436976
今晚	0.47619047619047594
阿瓦隆	0.26477069172262824
回来	0.46328671328671334
不是你	0.3693910911319984
吊打	0.30769230769230804
一点	0.46538124452234875
都不	0.3931017532776516
耍赖	0.4406415033244232
菜	0.3793103448275861
那没办法了	0.11162644240677533
消息	0.3200000000000003
消息	0.3200000000000003
杀	0.404761904761905
os	0.33333333333333337
提前	0.4402985074626865
发	0.3257443082311735
极限	0.16666666666666674
操作	0.4411764705882354
可怜	0.4070796460176994
可怜	0.4070796460176994
可怜	0.4070796460176994
发	0.3257443082311735
错误	0.4270270270270271
肯定	0.4865671641791043
不停地	0.2719605977394669
捂脸	0.04529741529974518
极限	0.16666666666666674
操作	0.4411764705882354
无所谓了	0.35616438356164404
检查	0.45794392523364524
少	0.46325878594249204
